policy,lambda_dollar,n,solve_rate,mean_cost_dollars,mean_cost_per_1000,utility,mean_calls,stopped_before_any_call,stopped_after_failed_calls,called_counts_by_route,first_counts_by_route,top_sequences
seq_global_train_stop,25,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.21399849956293693,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_input_pred_stop,25,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.21399849956293693,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_post_pred_stop_all_routes,25,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.21399849956293693,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_scout_first_post_pred_stop_remaining,25,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.21399849956293693,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
always_4B,25,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.28366398374125873,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,25,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.31284539816433565,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,25,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.29387679720279736,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,25,286,0.47202797202797203,0.013906351258741257,13.906351258741257,0.12436919055944062,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,30,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.14491008758741242,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_input_pred_stop,30,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.14491008758741242,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_post_pred_stop_all_routes,30,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.14491008758741242,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_scout_first_post_pred_stop_remaining,30,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.14491008758741242,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
always_4B,30,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.28235482244755244,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,30,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.29779210017482516,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,30,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.2722325762237764,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,30,286,0.47202797202797203,0.013906351258741257,13.906351258741257,0.05483743426573434,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,35,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.32411652141608394,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_input_pred_stop,35,286,0.534965034965035,0.007642322534965036,7.642322534965036,0.26748374624125876,2.3986013986013988,0,133,"{""120B"": 38, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 121, ""4B > 20B > 30B > 120B"": 38}"
seq_post_pred_stop_all_routes,35,286,0.5384615384615384,0.007243354842657343,7.243354842657343,0.28494411896853145,2.423076923076923,0,132,"{""120B"": 45, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 114, ""4B > 20B > 30B > 120B"": 45}"
seq_scout_first_post_pred_stop_remaining,35,286,0.5384615384615384,0.007243354842657343,7.243354842657343,0.28494411896853145,2.423076923076923,0,132,"{""120B"": 45, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 114, ""4B > 20B > 30B > 120B"": 45}"
always_4B,35,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.28104566115384616,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,35,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.28273880218531466,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,35,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.2505883552447554,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,35,286,0.47202797202797203,0.013906351258741257,13.906351258741257,-0.01469432202797194,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,40,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.29649280769230774,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_input_pred_stop,40,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.29649280769230774,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_post_pred_stop_all_routes,40,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.29649280769230774,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_scout_first_post_pred_stop_remaining,40,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.29649280769230774,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
always_4B,40,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.2797364998601399,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,40,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.26768550419580417,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,40,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.22894413426573448,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,40,286,0.47202797202797203,0.013906351258741257,13.906351258741257,-0.08422607832167822,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,50,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.24124538024475528,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_input_pred_stop,50,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.24124538024475528,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_post_pred_stop_all_routes,50,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.24124538024475528,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_scout_first_post_pred_stop_remaining,50,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.24124538024475528,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
always_4B,50,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.2771181772727273,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,50,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.2375789082167832,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,50,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.1856556923076926,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,50,286,0.47202797202797203,0.013906351258741257,13.906351258741257,-0.22328959090909078,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,75,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.10312681162587417,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_input_pred_stop,75,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.10312681162587417,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_post_pred_stop_all_routes,75,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.10312681162587417,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_scout_first_post_pred_stop_remaining,75,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.10312681162587417,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
always_4B,75,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.2705723708041958,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,75,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.16231241826923076,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,75,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.07743458741258785,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,75,286,0.47202797202797203,0.013906351258741257,13.906351258741257,-0.5709483723776221,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,100,286,0.44405594405594406,0.002808330996503499,2.808330996503499,0.16322284440559415,1.7097902097902098,0,159,"{""20B"": 203, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 203}"
seq_input_pred_stop,100,286,0.47202797202797203,0.003692770157342659,3.6927701573426592,0.10275095629370612,1.8601398601398602,0,151,"{""20B"": 203, ""30B"": 43, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 160, ""4B > 20B > 30B"": 43}"
seq_post_pred_stop_all_routes,100,286,0.46503496503496505,0.003613695472027974,3.613695472027974,0.10366541783216765,1.8881118881118881,0,153,"{""20B"": 203, ""30B"": 51, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 152, ""4B > 20B > 30B"": 51}"
seq_scout_first_post_pred_stop_remaining,100,286,0.46503496503496505,0.003613695472027974,3.613695472027974,0.10366541783216765,1.8881118881118881,0,153,"{""20B"": 203, ""30B"": 51, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 152, ""4B > 20B > 30B"": 51}"
always_4B,100,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.26402656433566435,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,100,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.08704592832167829,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,100,286,0.4020979020979021,0.00432884419580419,4.32884419580419,-0.030786517482516873,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,100,286,0.47202797202797203,0.013906351258741257,13.906351258741257,-0.9186071538461535,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
