budget_pct_of_oss120,series,available,lambda,mean_reward,mean_cost,cost_pct_of_always_oss120,mean_utility_at_own_lambda,choice_counts_by_route
75,Post-scout reward + predicted expert cost,True,3.0,0.3951048951048951,0.009963403405594406,71.64642414257735,0.3652146848881119,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 155, ""solver:openai/gpt-oss-20b"": 43}"
75,State policy w03 forced-scout max2,True,0.0,0.3951048951048951,0.0088687468741258,63.77479404276574,0.3951048951048951,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 146, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 140}"
75,State policy w03 flexible max2,True,0.0,0.4055944055944055,0.0102711914685314,73.85971544530871,0.4055944055944055,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 112, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 174}"
75,Cascade order/threshold sweep,True,15.0,0.3846153846153846,0.0029151124300699,20.962453600023352,0.3408886981643357,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 67, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 219}"
75,Oracle post-scout,True,0.25,0.5594405594405595,0.0015060818636363634,10.830172743476977,0.5590640389746504,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
100,Best always direct,True,,0.47202797202797203,0.01390635125874126,100.0,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
100,Input-only reward + fixed train-mean cost,True,0.0,0.47202797202797203,0.01390635125874126,100.0,0.47202797202797203,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
100,Post-scout reward + fixed train-mean cost,True,0.0,0.42657342657342656,0.011694677223776226,84.0959429701244,0.42657342657342656,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
100,Post-scout reward + predicted expert cost,True,0.0,0.42657342657342656,0.011694677223776226,84.0959429701244,0.42657342657342656,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
100,State policy w03 forced-scout max2,True,0.0,0.3951048951048951,0.0088687468741258,63.77479404276574,0.3951048951048951,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 146, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 140}"
100,State policy w03 flexible max2,True,0.0,0.4055944055944055,0.0102711914685314,73.85971544530871,0.4055944055944055,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 112, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 174}"
100,Cascade order/threshold sweep,True,15.0,0.3846153846153846,0.0029151124300699,20.962453600023352,0.3408886981643357,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 67, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 219}"
100,Oracle post-scout,True,0.25,0.5594405594405595,0.0015060818636363634,10.830172743476977,0.5590640389746504,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
