series,policy_type,lambda,mean_reward,mean_cost,mean_utility,mean_pred_reward,mean_pred_decision_cost,choice_counts_by_route,cost_pct_of_always_oss120,n_eval
Post-scout reward + predicted expert cost,learned_direct,114.8,0.2937062937062937,0.0002852505944055944,0.26095952546853146,0.39185404642061755,0.0002707614537648689,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 283, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 3}",2.0512252933801842,286
Post-scout reward + predicted expert cost,learned_direct,104.85882352941177,0.2972027972027972,0.00029159570979020975,0.266626414127972,0.39224233629403416,0.00027415622170470414,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 282, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 4}",2.0968527571667543,286
Post-scout reward + predicted expert cost,learned_direct,68.5,0.3006993006993007,0.00036516180419580416,0.2756857171118881,0.3970974465975395,0.0003308629238664625,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 269, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 17}",2.6258635166163415,286
Post-scout reward + predicted expert cost,learned_direct,65.0,0.3041958041958042,0.00038536443356643353,0.279147116013986,0.39787558773597637,0.0003423586700835787,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 267, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 19}",2.7711397935831728,286
Post-scout reward + predicted expert cost,learned_direct,61.0,0.3076923076923077,0.0004826940524475524,0.278247970493007,0.40078435244260135,0.0003888573252537565,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 259, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 27}",3.471033080256335,286
Post-scout reward + predicted expert cost,learned_direct,57.0,0.3111888111888112,0.0004994629615384615,0.28271942238111886,0.40155813942005586,0.00040174910902755106,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 257, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 29}",3.5916176159041635,286
Post-scout reward + predicted expert cost,learned_direct,51.0,0.3146853146853147,0.0006408086958041958,0.2820040711993007,0.4060829202611963,0.0004860639072337968,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 245, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 41}",4.608028978136131,286
Post-scout reward + predicted expert cost,learned_direct,50.0,0.3181818181818182,0.0006529584335664334,0.2855338965034965,0.40686806202768444,0.0005015620363336429,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 243, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 43}",4.695397242723871,286
Post-scout reward + predicted expert cost,learned_direct,49.0,0.32517482517482516,0.0007267652517482518,0.28956332783916083,0.40912492594102046,0.0005472646781451822,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 237, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 49}",5.226139036948469,286
Post-scout reward + predicted expert cost,learned_direct,41.0,0.32867132867132864,0.001063696783216783,0.2850597605594405,0.4185341294412013,0.0007577391403667197,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 211, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 75}",7.64899982335887,286
Post-scout reward + predicted expert cost,learned_direct,40.0,0.3321678321678322,0.0010986108146853145,0.2882233995804196,0.4193166018157572,0.0007769960815023324,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 77}",7.900065187802222,286
Post-scout reward + predicted expert cost,learned_direct,39.0,0.3356643356643357,0.0011297232272727271,0.2916051298006993,0.4211450632843938,0.0008236389988003395,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 203, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 83}",8.123793267213822,286
Post-scout reward + predicted expert cost,learned_direct,38.5,0.33916083916083917,0.0011415050664335662,0.29521289410314683,0.42153656743206347,0.0008337306581712678,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 202, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 84}",8.208515988088813,286
Post-scout reward + predicted expert cost,learned_direct,37.5,0.34265734265734266,0.0011600907587412585,0.29915393920454547,0.42190817352775095,0.0008434825516051037,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 201, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 85}",8.342164937132939,286
Post-scout reward + predicted expert cost,learned_direct,34.0,0.34615384615384615,0.0013972400139860138,0.2986476856783217,0.4274048137289661,0.0009990664995323593,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 186, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 100}",10.047495478785178,286
Post-scout reward + predicted expert cost,learned_direct,32.0,0.34965034965034963,0.0016189466118881116,0.2978440580699301,0.43102261882561904,0.0011091674079295429,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 176, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 110}",11.641778506568885,286
Post-scout reward + predicted expert cost,learned_direct,31.5,0.3531468531468531,0.0016267360699300697,0.3019046669440559,0.4314162504006099,0.0011216462622819134,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 175, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 111}",11.697792179005512,286
Post-scout reward + predicted expert cost,learned_direct,30.5,0.35664335664335667,0.0016972136328671328,0.3048783408409091,0.4332601356131214,0.0011810699183783724,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 170, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 116}",12.204593435681394,286
Post-scout reward + predicted expert cost,learned_direct,30.0,0.36013986013986016,0.0017578169790209788,0.3074053507692308,0.4349965379163102,0.0012384539560168814,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 165, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 121}",12.640389605548396,286
Post-scout reward + predicted expert cost,learned_direct,26.5,0.36363636363636365,0.0019686955489510486,0.3114659315891608,0.4406584976436375,0.0014384327285375496,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 138}",14.156808729490168,286
Post-scout reward + predicted expert cost,learned_direct,25.5,0.36713286713286714,0.002028640311188811,0.3154025391975525,0.4422825455040365,0.0015011004348666822,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 143, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 143}",14.587869049501013,286
Post-scout reward + predicted expert cost,learned_direct,24.5,0.3706293706293706,0.0020616830559440557,0.32011813575874126,0.4434570587806768,0.0015481095628670373,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 139, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 147}",14.82547806814618,286
Post-scout reward + predicted expert cost,learned_direct,21.5,0.3741258741258741,0.002362160832167832,0.32333941623426576,0.44783364788635627,0.0017395083640976536,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 125, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 161}",16.986201399759867,286
Post-scout reward + predicted expert cost,learned_direct,20.0,0.3776223776223776,0.002454062811188811,0.3285411213986014,0.44991587988146536,0.0018398915681680315,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 119, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 167}",17.64706475141159,286
Post-scout reward + predicted expert cost,learned_direct,6.75,0.38461538461538464,0.0031556694125874124,0.36331461608041954,0.4548869544601107,0.002296489490110865,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 96, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 180}",22.69228896835049,286
Post-scout reward + predicted expert cost,learned_direct,6.5,0.3881118881118881,0.003232372426573426,0.3671014673391608,0.4555316212085577,0.002392849247248145,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 95, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 13, ""solver:openai/gpt-oss-20b"": 178}",23.243857187496396,286
Post-scout reward + predicted expert cost,learned_direct,5.0,0.3916083916083916,0.004535712849650349,0.36892982736013985,0.4623473215770055,0.003635279989195314,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 91, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 48, ""solver:openai/gpt-oss-20b"": 147}",32.61612456969465,286
Post-scout reward + predicted expert cost,learned_direct,3.0,0.3951048951048951,0.009963403405594406,0.3652146848881119,0.4820573717564136,0.008773699002880534,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 155, ""solver:openai/gpt-oss-20b"": 43}",71.64642414257735,286
Post-scout reward + predicted expert cost,learned_direct,2.0,0.3986013986013986,0.010566868206293708,0.37746766218881117,0.48332819884473627,0.00928363764864273,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 87, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 168, ""solver:openai/gpt-oss-20b"": 31}",75.98591470678969,286
Post-scout reward + predicted expert cost,learned_direct,1.75,0.4020979020979021,0.010640236416083916,0.3834774883697552,0.48345231780639064,0.009348379423886501,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 87, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 170, ""solver:openai/gpt-oss-20b"": 29}",76.51350248610808,286
Post-scout reward + predicted expert cost,learned_direct,1.5,0.40559440559440557,0.010743383181818182,0.38947933082167835,0.48360443802980274,0.009444537290092753,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 87, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 173, ""solver:openai/gpt-oss-20b"": 26}",77.25522663657084,286
Post-scout reward + predicted expert cost,learned_direct,0.75,0.4090909090909091,0.011152926367132866,0.40072621431555944,0.4841043768854408,0.009920891589164298,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 186, ""solver:openai/gpt-oss-20b"": 16}",80.20023483961945,286
Post-scout reward + predicted expert cost,learned_direct,0.5,0.4160839160839161,0.011346383538461537,0.41041072431468534,0.4842075489826136,0.010076952485079694,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 190, ""solver:openai/gpt-oss-20b"": 12}",81.59137740267724,286
Post-scout reward + predicted expert cost,learned_direct,0.25,0.4195804195804196,0.011484280993006992,0.41670934933216786,0.48429365351900355,0.010281656481876556,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 196, ""solver:openai/gpt-oss-20b"": 6}",82.5829923272519,286
Post-scout reward + predicted expert cost,learned_direct,0.0,0.42657342657342656,0.011694677223776226,0.42657342657342656,0.4843356122712155,0.01054920624104668,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}",84.0959429701244,286
State policy w03 flexible max2,flexible_bare_chain,100.0,0.2902097902097902,0.0002598657342657,0.2642232167832168,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 285, 'solver:openai/gpt-oss-20b': 1, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}",1.8686838080718944,286
State policy w03 flexible max2,flexible_bare_chain,75.0,0.2972027972027972,0.0002707526643356,0.2768963473776223,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 283, 'solver:openai/gpt-oss-20b': 3, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}",1.9469712744772658,286
State policy w03 flexible max2,flexible_bare_chain,50.0,0.3006993006993007,0.0002828251888111,0.2865580412587412,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 279, 'solver:openai/gpt-oss-20b': 7, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}",2.0337843014954884,286
State policy w03 flexible max2,flexible_bare_chain,40.0,0.3146853146853147,0.0003094911608391,0.3023056682517482,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 274, 'solver:openai/gpt-oss-20b': 11, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 1}",2.2255382097051513,286
State policy w03 flexible max2,flexible_bare_chain,30.0,0.3181818181818182,0.0003259557587412,0.3084031454195804,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 271, 'solver:openai/gpt-oss-20b': 14, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 1}",2.343934456109115,286
State policy w03 flexible max2,flexible_bare_chain,20.0,0.3216783216783216,0.0004940757622377,0.3117968064335664,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 260, 'solver:openai/gpt-oss-20b': 18, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 1, 'solver:openai/gpt-oss-120b': 7}",3.5528784872820873,286
State policy w03 flexible max2,flexible_bare_chain,15.0,0.3321678321678322,0.0006952730454545,0.321738736486014,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 252, 'solver:openai/gpt-oss-20b': 18, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 2, 'solver:openai/gpt-oss-120b': 14}",4.999679876613681,286
State policy w03 flexible max2,flexible_bare_chain,10.0,0.3461538461538461,0.0014069687062937,0.332084159090909,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 231, 'solver:openai/gpt-oss-20b': 17, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 6, 'solver:openai/gpt-oss-120b': 32}",10.117454105075241,286
State policy w03 flexible max2,flexible_bare_chain,5.0,0.3741258741258741,0.004160129555944,0.3533252263461538,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 193, 'solver:openai/gpt-oss-20b': 5, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 4, 'solver:openai/gpt-oss-120b': 84}",29.91532055059392,286
State policy w03 flexible max2,flexible_bare_chain,0.0,0.4055944055944055,0.0102711914685314,0.4055944055944055,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 112, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 174}",73.85971544530871,286
State policy w03 forced-scout max2,forced_scout_chain,100.0,0.2902097902097902,0.0002618322587412,0.2640265643356643,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}",1.8828250047014838,286
State policy w03 forced-scout max2,forced_scout_chain,75.0,0.2972027972027972,0.0002707526643356,0.2768963473776223,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 283, 'solver:openai/gpt-oss-20b': 3, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}",1.9469712744772658,286
State policy w03 forced-scout max2,forced_scout_chain,50.0,0.3006993006993007,0.0002828251888111,0.2865580412587412,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 279, 'solver:openai/gpt-oss-20b': 7, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}",2.0337843014954884,286
State policy w03 forced-scout max2,forced_scout_chain,40.0,0.3146853146853147,0.0003094911608391,0.3023056682517482,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 274, 'solver:openai/gpt-oss-20b': 11, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 1}",2.2255382097051513,286
State policy w03 forced-scout max2,forced_scout_chain,30.0,0.3181818181818182,0.0003259557587412,0.3084031454195804,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 271, 'solver:openai/gpt-oss-20b': 14, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 1}",2.343934456109115,286
State policy w03 forced-scout max2,forced_scout_chain,20.0,0.3216783216783216,0.0004950419580419,0.3117774825174825,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 260, 'solver:openai/gpt-oss-20b': 18, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 1, 'solver:openai/gpt-oss-120b': 7}",3.559826361575085,286
State policy w03 forced-scout max2,forced_scout_chain,15.0,0.3321678321678322,0.0006783033671328,0.3219932816608392,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 253, 'solver:openai/gpt-oss-20b': 18, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 2, 'solver:openai/gpt-oss-120b': 13}",4.87765161768391,286
State policy w03 forced-scout max2,forced_scout_chain,10.0,0.3426573426573426,0.0013552277202797,0.3291050654545454,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 233, 'solver:openai/gpt-oss-20b': 17, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 6, 'solver:openai/gpt-oss-120b': 30}",9.745386802507454,286
State policy w03 forced-scout max2,forced_scout_chain,5.0,0.3671328671328671,0.0038776870664335,0.3477444318006993,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 204, 'solver:openai/gpt-oss-20b': 5, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 4, 'solver:openai/gpt-oss-120b': 73}",27.884288224030453,286
State policy w03 forced-scout max2,forced_scout_chain,0.0,0.3951048951048951,0.0088687468741258,0.3951048951048951,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 146, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 140}",63.77479404276574,286
State policy w03 input-only direct,input_only_direct,100.0,0.2902097902097902,0.0002598657342657,0.2642232167832168,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 285, 'solver:openai/gpt-oss-20b': 1, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}",1.8686838080718944,286
State policy w03 input-only direct,input_only_direct,20.0,0.2937062937062937,0.0002723073916083,0.2882601458741258,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 285, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 1}",1.9581512543567665,286
State policy w03 input-only direct,input_only_direct,10.0,0.2972027972027972,0.0003631134195804,0.293571663006993,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 281, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 5}",2.611133667087217,286
State policy w03 input-only direct,input_only_direct,5.0,0.3111888111888112,0.0008282843286713,0.3070473895454546,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 265, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 21}",5.956158544108805,286
State policy w03 input-only direct,input_only_direct,0.0,0.3461538461538461,0.0055762383566433,0.3461538461538461,,,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 185, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 101}",40.09850069865153,286
