policy,policy_type,lambda,cost_metric,cost_accounting,mean_true_reward,mean_pred_reward,mean_true_cost,mean_pred_cost,mean_true_utility,mean_pred_utility,utility_oracle_match_rate,reward_oracle_match_rate,choice_counts_by_route
always_after_primary::solver:openai/gpt-oss-120b,always_after_primary,20.0,output_tokens,after_primary,0.47202797202797203,0.4784934807282228,0.01416818351748252,0.000313262192158701,0.18866430167832166,0.4722282368850488,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
direct_router_after_primary_pred_reward_pred_cost_weighted,router_after_primary,25.0,output_tokens,after_primary,0.42657342657342656,0.4843313538736397,0.011605286979020978,0.00029815539701660555,0.1364412520979021,0.4768774689482245,0.26573426573426573,0.26573426573426573,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 202, ""solver:openai/gpt-oss-20b"": 0}"
reward_only_router_after_primary_weighted,router_after_primary,25.0,output_tokens,after_primary,0.42657342657342656,0.4843356122712155,0.011694677223776222,0.0002985150826152269,0.134206495979021,0.47687273520583484,0.25874125874125875,0.25874125874125875,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
oracle_after_primary_utility_weighted,oracle_after_primary,25.0,output_tokens,after_primary,0.5594405594405595,0.4092880037281063,0.0015060818636363632,0.0002670837927954794,0.5217885128496504,0.4026109089082193,1.0,0.993006993006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
oracle_direct_utility_weighted,oracle_direct,25.0,output_tokens,direct,0.5594405594405595,0.4092880037281063,0.0014218673041958034,0.0001828692333549201,0.5238938768356644,0.4047162728942333,1.0,0.993006993006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
oracle_reward_after_primary_weighted,oracle_after_primary,25.0,output_tokens,after_primary,0.5594405594405595,0.4094069934599883,0.0015183894545454542,0.0002669713823182775,0.5214808230769231,0.4027327089020314,0.993006993006993,1.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}"
always_direct::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,25.0,output_tokens,direct,0.2902097902097902,0.3907502203971356,0.00026183225874125865,0.00026183225874125865,0.28366398374125873,0.3842044139286041,0.7307692307692307,0.7307692307692307,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-20b,always_direct,25.0,output_tokens,direct,0.3881118881118881,0.44919616744651664,0.0030106595979021,7.928410393198772e-06,0.31284539816433565,0.44899795718668667,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_after_primary::solver:openai/gpt-oss-20b,always_after_primary,25.0,output_tokens,after_primary,0.3881118881118881,0.44919616744651664,0.003272491856643357,0.00026976066913445733,0.30629959169580423,0.4424521507181552,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_direct::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,25.0,output_tokens,direct,0.4020979020979021,0.43522900426304423,0.004328844195804197,2.4006373800669278e-05,0.29387679720279714,0.4346288449180275,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_after_primary,25.0,output_tokens,after_primary,0.4020979020979021,0.43522900426304423,0.004590676454545456,0.0002858386325419279,0.2873309907342657,0.428083038449496,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-120b,always_direct,25.0,output_tokens,direct,0.47202797202797203,0.4784934807282228,0.013906351258741255,5.1429933417442106e-05,0.12436919055944068,0.47720773239278674,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:openai/gpt-oss-120b,always_after_primary,25.0,output_tokens,after_primary,0.47202797202797203,0.4784934807282228,0.01416818351748252,0.000313262192158701,0.11782338409090903,0.47066192592425526,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
direct_router_after_primary_pred_reward_pred_cost_weighted,router_after_primary,30.0,output_tokens,after_primary,0.42657342657342656,0.48432709401720886,0.011600720139860137,0.00029800328734862637,0.07855182237762243,0.47538699539675006,0.26223776223776224,0.26573426573426573,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 201, ""solver:openai/gpt-oss-20b"": 1}"
reward_only_router_after_primary_weighted,router_after_primary,30.0,output_tokens,after_primary,0.42657342657342656,0.4843356122712155,0.011694677223776222,0.0002985150826152269,0.07573310986013992,0.4753801597927587,0.25524475524475526,0.25874125874125875,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
oracle_after_primary_utility_weighted,oracle_after_primary,30.0,output_tokens,after_primary,0.5559440559440559,0.4087042272924543,0.0013743898356643359,0.0002669056523913041,0.5147123608741259,0.4006970577207152,1.0,0.9895104895104895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
oracle_direct_utility_weighted,oracle_direct,30.0,output_tokens,direct,0.5559440559440559,0.4087042272924543,0.0012962475349650349,0.00018876335169200359,0.5170566298951049,0.4030413267416942,1.0,0.9895104895104895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
oracle_reward_after_primary_weighted,oracle_after_primary,30.0,output_tokens,after_primary,0.5594405594405595,0.4094069934599883,0.0015183894545454542,0.0002669713823182775,0.5138888758041958,0.40139785199044,0.9895104895104895,1.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}"
always_direct::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,30.0,output_tokens,direct,0.2902097902097902,0.3907502203971356,0.00026183225874125865,0.00026183225874125865,0.28235482244755244,0.3828952526348978,0.7342657342657343,0.7307692307692307,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-20b,always_direct,30.0,output_tokens,direct,0.3881118881118881,0.44919616744651664,0.0030106595979021,7.928410393198772e-06,0.29779210017482516,0.4489583151347207,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_after_primary::solver:openai/gpt-oss-20b,always_after_primary,30.0,output_tokens,after_primary,0.3881118881118881,0.44919616744651664,0.003272491856643357,0.00026976066913445733,0.2899371324125874,0.4411033473724829,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_direct::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,30.0,output_tokens,direct,0.4020979020979021,0.43522900426304423,0.004328844195804197,2.4006373800669278e-05,0.27223257622377617,0.43450881304902417,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_after_primary,30.0,output_tokens,after_primary,0.4020979020979021,0.43522900426304423,0.004590676454545456,0.0002858386325419279,0.2643776084615384,0.4266538452867864,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-120b,always_direct,30.0,output_tokens,direct,0.47202797202797203,0.4784934807282228,0.013906351258741255,5.1429933417442106e-05,0.0548374342657344,0.4769505827256995,0.038461538461538464,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:openai/gpt-oss-120b,always_after_primary,30.0,output_tokens,after_primary,0.47202797202797203,0.4784934807282228,0.01416818351748252,0.000313262192158701,0.04698246650349647,0.46909561496346175,0.038461538461538464,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
direct_router_after_primary_pred_reward_pred_cost_weighted,router_after_primary,35.0,output_tokens,after_primary,0.4230769230769231,0.48432240754991146,0.011586646888111885,0.0002978511776806472,0.017544281993007116,0.4738976163310888,0.26223776223776224,0.26573426573426573,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 200, ""solver:openai/gpt-oss-20b"": 2}"
reward_only_router_after_primary_weighted,router_after_primary,35.0,output_tokens,after_primary,0.42657342657342656,0.4843356122712155,0.011694677223776222,0.0002985150826152269,0.01725972374125878,0.4738875843796826,0.25524475524475526,0.25874125874125875,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
oracle_after_primary_utility_weighted,oracle_after_primary,35.0,output_tokens,after_primary,0.5559440559440559,0.4087042272924543,0.0013743898356643359,0.0002669056523913041,0.5078404116958042,0.39936252945875866,1.0,0.9895104895104895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
oracle_direct_utility_weighted,oracle_direct,35.0,output_tokens,direct,0.5559440559440559,0.4087042272924543,0.0012962475349650349,0.00018876335169200359,0.5105753922202797,0.4020975099832342,1.0,0.9895104895104895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
oracle_reward_after_primary_weighted,oracle_after_primary,35.0,output_tokens,after_primary,0.5594405594405595,0.4094069934599883,0.0015183894545454542,0.0002669713823182775,0.5062969285314686,0.4000629950788486,0.9895104895104895,1.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}"
always_direct::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,35.0,output_tokens,direct,0.2902097902097902,0.3907502203971356,0.00026183225874125865,0.00026183225874125865,0.28104566115384616,0.38158609134119154,0.7342657342657343,0.7307692307692307,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-20b,always_direct,35.0,output_tokens,direct,0.3881118881118881,0.44919616744651664,0.0030106595979021,7.928410393198772e-06,0.2827388021853146,0.4489186730827547,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_after_primary::solver:openai/gpt-oss-20b,always_after_primary,35.0,output_tokens,after_primary,0.3881118881118881,0.44919616744651664,0.003272491856643357,0.00026976066913445733,0.2735746731293706,0.43975454402681063,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_direct::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,35.0,output_tokens,direct,0.4020979020979021,0.43522900426304423,0.004328844195804197,2.4006373800669278e-05,0.2505883552447552,0.4343887811800208,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_after_primary,35.0,output_tokens,after_primary,0.4020979020979021,0.43522900426304423,0.004590676454545456,0.0002858386325419279,0.24142422618881113,0.42522465212407673,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-120b,always_direct,35.0,output_tokens,direct,0.47202797202797203,0.4784934807282228,0.013906351258741255,5.1429933417442106e-05,-0.014694322027971884,0.47669343305861234,0.038461538461538464,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:openai/gpt-oss-120b,always_after_primary,35.0,output_tokens,after_primary,0.47202797202797203,0.4784934807282228,0.01416818351748252,0.000313262192158701,-0.023858451083916155,0.46752930400266823,0.038461538461538464,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
direct_router_after_primary_pred_reward_pred_cost_weighted,router_after_primary,40.0,output_tokens,after_primary,0.4230769230769231,0.4843170781444003,0.01157008765384615,0.00029769906801266794,-0.03972658307692295,0.4724091154238936,0.26223776223776224,0.26573426573426573,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 199, ""solver:openai/gpt-oss-20b"": 3}"
reward_only_router_after_primary_weighted,router_after_primary,40.0,output_tokens,after_primary,0.42657342657342656,0.4843356122712155,0.011694677223776222,0.0002985150826152269,-0.04121366237762231,0.47239500896660647,0.25524475524475526,0.25874125874125875,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
oracle_after_primary_utility_weighted,oracle_after_primary,40.0,output_tokens,after_primary,0.5559440559440559,0.4087042272924543,0.0013743898356643359,0.0002669056523913041,0.5009684625174825,0.39802800119680215,1.0,0.9895104895104895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
oracle_direct_utility_weighted,oracle_direct,40.0,output_tokens,direct,0.5559440559440559,0.4087042272924543,0.0012962475349650349,0.00018876335169200359,0.5040941545454546,0.4011536932247742,1.0,0.9895104895104895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
oracle_reward_after_primary_weighted,oracle_after_primary,40.0,output_tokens,after_primary,0.5594405594405595,0.4094069934599883,0.0015183894545454542,0.0002669713823182775,0.4987049812587413,0.3987281381672572,0.9895104895104895,1.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}"
always_direct::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,40.0,output_tokens,direct,0.2902097902097902,0.3907502203971356,0.00026183225874125865,0.00026183225874125865,0.2797364998601399,0.38027693004748525,0.7342657342657343,0.7307692307692307,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-20b,always_direct,40.0,output_tokens,direct,0.3881118881118881,0.44919616744651664,0.0030106595979021,7.928410393198772e-06,0.2676855041958041,0.4488790310307887,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_after_primary::solver:openai/gpt-oss-20b,always_after_primary,40.0,output_tokens,after_primary,0.3881118881118881,0.44919616744651664,0.003272491856643357,0.00026976066913445733,0.25721221384615384,0.43840574068113836,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_direct::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,40.0,output_tokens,direct,0.4020979020979021,0.43522900426304423,0.004328844195804197,2.4006373800669278e-05,0.2289441342657342,0.43426874931101744,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_after_primary,40.0,output_tokens,after_primary,0.4020979020979021,0.43522900426304423,0.004590676454545456,0.0002858386325419279,0.21847084391608385,0.4237954589613671,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-120b,always_direct,40.0,output_tokens,direct,0.47202797202797203,0.4784934807282228,0.013906351258741255,5.1429933417442106e-05,-0.08422607832167822,0.4764362833915251,0.038461538461538464,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:openai/gpt-oss-120b,always_after_primary,40.0,output_tokens,after_primary,0.47202797202797203,0.4784934807282228,0.01416818351748252,0.000313262192158701,-0.09469936867132872,0.4659629930418748,0.038461538461538464,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
direct_router_after_primary_pred_reward_pred_cost_weighted,router_after_primary,50.0,output_tokens,after_primary,0.4195804195804196,0.4843030170752452,0.01151035998251748,0.00029739484867670956,-0.1559375795454544,0.4694332746414097,0.26223776223776224,0.26573426573426573,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 197, ""solver:openai/gpt-oss-20b"": 5}"
reward_only_router_after_primary_weighted,router_after_primary,50.0,output_tokens,after_primary,0.42657342657342656,0.4843356122712155,0.011694677223776222,0.0002985150826152269,-0.15816043461538454,0.46940985814045416,0.25524475524475526,0.25874125874125875,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
oracle_after_primary_utility_weighted,oracle_after_primary,50.0,output_tokens,after_primary,0.5559440559440559,0.4087042272924543,0.0013743898356643359,0.0002669056523913041,0.48722456416083915,0.3953589446728891,1.0,0.9895104895104895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
oracle_direct_utility_weighted,oracle_direct,50.0,output_tokens,direct,0.5559440559440559,0.4087042272924543,0.0012962475349650349,0.00018876335169200359,0.4911316791958042,0.3992660597078541,1.0,0.9895104895104895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
oracle_reward_after_primary_weighted,oracle_after_primary,50.0,output_tokens,after_primary,0.5594405594405595,0.4094069934599883,0.0015183894545454542,0.0002669713823182775,0.48352108671328675,0.39605842434407446,0.9895104895104895,1.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}"
always_direct::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,50.0,output_tokens,direct,0.2902097902097902,0.3907502203971356,0.00026183225874125865,0.00026183225874125865,0.27711817727272725,0.3776586074600726,0.7342657342657343,0.7307692307692307,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-20b,always_direct,50.0,output_tokens,direct,0.3881118881118881,0.44919616744651664,0.0030106595979021,7.928410393198772e-06,0.23757890821678312,0.4487997469268567,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_after_primary::solver:openai/gpt-oss-20b,always_after_primary,50.0,output_tokens,after_primary,0.3881118881118881,0.44919616744651664,0.003272491856643357,0.00026976066913445733,0.22448729527972028,0.43570813398979374,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_direct::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,50.0,output_tokens,direct,0.4020979020979021,0.43522900426304423,0.004328844195804197,2.4006373800669278e-05,0.18565569230769224,0.4340286855730108,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_after_primary,50.0,output_tokens,after_primary,0.4020979020979021,0.43522900426304423,0.004590676454545456,0.0002858386325419279,0.1725640793706293,0.4209370726359478,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-120b,always_direct,50.0,output_tokens,direct,0.47202797202797203,0.4784934807282228,0.013906351258741255,5.1429933417442106e-05,-0.22328959090909067,0.4759219840573507,0.038461538461538464,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
