budget_frac_of_120b,system,mean_reward,mean_true_cost,cost_frac_of_120b,lambda,choice_counts_by_route
0.3,Q r32 qkvo+mlp latest direct (epoch_0003),0.5441088802679596,0.0012073758356643358,0.08682189980678094,100,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 208, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 7, ""solver:openai/gpt-oss-20b"": 70}"
0.3,Q bare-out latest direct (epoch_0004),0.5623396213564279,0.003450841346153846,0.2481485820361912,30,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 132, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 41, ""solver:openai/gpt-oss-120b"": 63, ""solver:openai/gpt-oss-20b"": 50}"
0.3,BCE post-scout r32 qkvo+mlp,0.560045244686072,0.0026253333426573423,0.18878664099665318,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 92, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 3, ""solver:openai/gpt-oss-20b"": 190}"
0.3,BCE input-only r32 qkvo+mlp,0.5365725236501078,0.0019767633076923073,0.1421482365081029,25,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 112, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 174}"
0.3,best_always_under_cap,0.5344690677930728,0.0030106595979020974,0.21649529354507394,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
0.4,Q old allsubsets final ep4 direct,0.539798277945261,0.0012849693776223775,0.09240161949847707,60,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 126}"
0.4,Q old allsubsets bestdiag ep0 direct,0.5558095934833337,0.004467680961538462,0.32126910060107716,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 36, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 77, ""solver:openai/gpt-oss-20b"": 172}"
0.4,Q bare-only final direct (epoch_0009),0.5269709119711422,0.0002598657342657342,0.018686838080721406,50,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 285, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1}"
0.4,Q r32 qkvo latest direct (epoch_0003),0.5427674234476204,0.004755966611888111,0.34199960315964284,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 131, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 102, ""solver:openai/gpt-oss-20b"": 42}"
0.4,Q r16 qkvo+mlp latest direct (epoch_0003),0.5355275430435482,0.0041022902622377625,0.2949940056820543,20,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 154, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 30, ""solver:openai/gpt-oss-120b"": 86, ""solver:openai/gpt-oss-20b"": 16}"
0.4,Q r32 qkvo+mlp latest direct (epoch_0003),0.5490691609919502,0.0050210852447552445,0.36106417501852534,15,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 155, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 89, ""solver:openai/gpt-oss-20b"": 39}"
0.4,Q bare-out latest direct (epoch_0004),0.5623396213564279,0.003450841346153846,0.2481485820361912,30,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 132, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 41, ""solver:openai/gpt-oss-120b"": 63, ""solver:openai/gpt-oss-20b"": 50}"
0.4,BCE post-scout r32 qkvo+mlp,0.5641241161720869,0.0047006070454545445,0.33801871950414275,5,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 86, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 57, ""solver:openai/gpt-oss-20b"": 143}"
0.4,BCE input-only r32 qkvo+mlp,0.5511898507882874,0.004633582979020979,0.33319904645069276,5,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 73, ""solver:openai/gpt-oss-20b"": 123}"
0.4,best_always_under_cap,0.6111555199733272,0.004328844195804196,0.3112854058740368,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
0.5,Q old allsubsets final ep4 direct,0.5506665800427095,0.005847472814685314,0.42048936531857756,5,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 114, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 25, ""solver:openai/gpt-oss-120b"": 122, ""solver:openai/gpt-oss-20b"": 25}"
0.5,Q old allsubsets bestdiag ep0 direct,0.5558095934833337,0.004467680961538462,0.32126910060107716,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 36, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 77, ""solver:openai/gpt-oss-20b"": 172}"
0.5,Q bare-only final direct (epoch_0009),0.5333651163093838,0.006741429517482517,0.48477342417515784,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 110, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 176, ""solver:openai/gpt-oss-20b"": 0}"
0.5,Q r32 qkvo latest direct (epoch_0003),0.5505928608685589,0.006518746545454545,0.46876038323546504,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 9, ""solver:openai/gpt-oss-120b"": 137, ""solver:openai/gpt-oss-20b"": 31}"
0.5,Q r16 qkvo+mlp latest direct (epoch_0003),0.53572295791042,0.005834563758741258,0.4195610804145168,5,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 128, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 26, ""solver:openai/gpt-oss-120b"": 128, ""solver:openai/gpt-oss-20b"": 4}"
0.5,Q r32 qkvo+mlp latest direct (epoch_0003),0.5496631929270981,0.0056040933566433564,0.4029880485810923,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 150, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 4, ""solver:openai/gpt-oss-120b"": 103, ""solver:openai/gpt-oss-20b"": 29}"
0.5,Q bare-out latest direct (epoch_0004),0.5661751912494201,0.0064108136678321685,0.460998974393262,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 100, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 35, ""solver:openai/gpt-oss-120b"": 133, ""solver:openai/gpt-oss-20b"": 18}"
0.5,BCE post-scout r32 qkvo+mlp,0.5641241161720869,0.0047006070454545445,0.33801871950414275,5,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 86, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 57, ""solver:openai/gpt-oss-20b"": 143}"
0.5,BCE input-only r32 qkvo+mlp,0.5511898507882874,0.004633582979020979,0.33319904645069276,5,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 73, ""solver:openai/gpt-oss-20b"": 123}"
0.5,best_always_under_cap,0.6111555199733272,0.004328844195804196,0.3112854058740368,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
0.75,Q old allsubsets final ep4 direct,0.5624313582172722,0.009137211993006992,0.6570531567195614,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 174, ""solver:openai/gpt-oss-20b"": 0}"
0.75,Q old allsubsets bestdiag ep0 direct,0.5558095934833337,0.004467680961538462,0.32126910060107716,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 36, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 77, ""solver:openai/gpt-oss-20b"": 172}"
0.75,Q bare-only final direct (epoch_0009),0.5333651163093838,0.006741429517482517,0.48477342417515784,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 110, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 176, ""solver:openai/gpt-oss-20b"": 0}"
0.75,Q r32 qkvo latest direct (epoch_0003),0.5505928608685589,0.006518746545454545,0.46876038323546504,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 9, ""solver:openai/gpt-oss-120b"": 137, ""solver:openai/gpt-oss-20b"": 31}"
0.75,Q r16 qkvo+mlp latest direct (epoch_0003),0.53572295791042,0.005834563758741258,0.4195610804145168,5,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 128, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 26, ""solver:openai/gpt-oss-120b"": 128, ""solver:openai/gpt-oss-20b"": 4}"
0.75,Q r32 qkvo+mlp latest direct (epoch_0003),0.5496631929270981,0.0056040933566433564,0.4029880485810923,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 150, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 4, ""solver:openai/gpt-oss-120b"": 103, ""solver:openai/gpt-oss-20b"": 29}"
0.75,Q bare-out latest direct (epoch_0004),0.5661751912494201,0.0064108136678321685,0.460998974393262,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 100, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 35, ""solver:openai/gpt-oss-120b"": 133, ""solver:openai/gpt-oss-20b"": 18}"
0.75,BCE post-scout r32 qkvo+mlp,0.5641241161720869,0.0047006070454545445,0.33801871950414275,5,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 86, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 57, ""solver:openai/gpt-oss-20b"": 143}"
0.75,BCE input-only r32 qkvo+mlp,0.5511898507882874,0.004633582979020979,0.33319904645069276,5,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 73, ""solver:openai/gpt-oss-20b"": 123}"
0.75,best_always_under_cap,0.6111555199733272,0.004328844195804196,0.3112854058740368,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
1.0,Q old allsubsets final ep4 direct,0.5624313582172722,0.009137211993006992,0.6570531567195614,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 174, ""solver:openai/gpt-oss-20b"": 0}"
1.0,Q old allsubsets bestdiag ep0 direct,0.5703332492654823,0.01390635125874126,1.0,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
1.0,Q bare-only final direct (epoch_0009),0.5703332492654823,0.01390635125874126,1.0,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
1.0,Q r32 qkvo latest direct (epoch_0003),0.5505928608685589,0.006518746545454545,0.46876038323546504,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 9, ""solver:openai/gpt-oss-120b"": 137, ""solver:openai/gpt-oss-20b"": 31}"
1.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.5672651967214443,0.010943428979020979,0.7869374773733083,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 30, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 34, ""solver:openai/gpt-oss-120b"": 222, ""solver:openai/gpt-oss-20b"": 0}"
1.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5696180845352199,0.01092854501048951,0.7858671773172736,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 41, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 35, ""solver:openai/gpt-oss-120b"": 206, ""solver:openai/gpt-oss-20b"": 4}"
1.0,Q bare-out latest direct (epoch_0004),0.5661751912494201,0.0064108136678321685,0.460998974393262,10,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 100, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 35, ""solver:openai/gpt-oss-120b"": 133, ""solver:openai/gpt-oss-20b"": 18}"
1.0,BCE post-scout r32 qkvo+mlp,0.5909470156171757,0.011406450377622378,0.820233155728215,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 201, ""solver:openai/gpt-oss-20b"": 0}"
1.0,BCE input-only r32 qkvo+mlp,0.5587038958298534,0.010633870706293706,0.7646772692879783,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 86, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 200, ""solver:openai/gpt-oss-20b"": 0}"
1.0,best_always_under_cap,0.6111555199733272,0.004328844195804196,0.3112854058740368,0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
