policy,family,n,lambda_dollar,real_pass_rate,mean_cost_dollars,mean_cost_per_1000,real_utility,choice_counts_by_route
always::Gemini,always,347,40,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.38996966325288507,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,50,0.2478386167146974,0.0004498564241524856,0.4498564241524856,0.22534579550707312,"{""4B scout"": 328, ""Gemini"": 19, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,50,0.6340057636887608,0.001273249153853723,1.273249153853723,0.5703433059960746,"{""4B scout"": 209, ""Gemini"": 74, ""OSS-120B"": 4, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,50,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.22372867227750637,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,50,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.24603867497264587,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,50,0.42363112391930835,0.005934172291316101,5.934172291316101,0.1269225093535033,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,50,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.29568119174102425,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,50,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.356338159757749,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,75,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.21599646662951602,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,75,0.622478386167147,0.0010865426740506584,1.0865426740506585,0.5409876856133476,"{""4B scout"": 213, ""Gemini"": 74, ""OSS-120B"": 1, ""OSS-20B"": 50, ""Qwen-30B"": 9}"
always::4B scout,always,347,75,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.21599646662951602,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,75,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.16444706145032323,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,75,0.42363112391930835,0.005934172291316101,5.934172291316101,-0.021431797929399254,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,75,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.6812739489948217,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,75,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.2722594010199088,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,100,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.20826426098152567,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,100,0.6195965417867435,0.0010501245737470728,1.0501245737470728,0.5145840844120362,"{""4B scout"": 214, ""Gemini"": 73, ""OSS-120B"": 1, ""OSS-20B"": 50, ""Qwen-30B"": 9}"
always::4B scout,always,347,100,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.20826426098152567,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,100,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.08285544792800065,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,100,0.42363112391930835,0.005934172291316101,5.934172291316101,-0.16978610521230175,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,100,0.4755043227665706,0.015423710290151897,15.423710290151897,-1.0668667062486192,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,100,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.18818064228206866,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
