run,kind,cost_mode,lambda,mean_reward,mean_cost,mean_utility,random_reward_same_cost,gain_vs_direct_random_same_cost,best_always_utility,utility_gain_vs_best_always,choice_counts
BCE input-only old r16,non_q,predicted_cost,45,0.3181818181818182,0.0014515370489510486,0.252862650979021,0.33258225689271803,-0.014400438710899854,0.2784273385664336,-0.025564687587412593,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 103, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 183}"
BCE input-only old r16,non_q,predicted_cost,50,0.32167832167832167,0.0012366933006993006,0.2598436566433566,0.32493039263215023,-0.0032520709538285675,0.27711817727272725,-0.017274520629370627,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 119, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 167}"
BCE input-only old r16,non_q,predicted_cost,60,0.32167832167832167,0.0011075741818181819,0.25522387076923075,0.32033169251095933,0.0013466291673623343,0.2744998546853147,-0.019275983916083927,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 136, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 150}"
BCE input-only old r16,non_q,predicted_cost,75,0.3146853146853147,0.0008849216748251748,0.24831618907342656,0.31240171188713756,0.002283602798177131,0.2705723708041958,-0.022256181730769264,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 162, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 124}"
BCE input-only old r16,non_q,predicted_cost,100,0.3041958041958042,0.000540378520979021,0.25015795209790215,0.3001304800426372,0.004065324153167016,0.26402656433566435,-0.013868612237762201,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 204, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 82}"
BCE input-only old r16,non_q,predicted_cost,150,0.2937062937062937,0.0004032468531468531,0.23321926573426574,0.2952464053762083,-0.001540111669914579,0.2509349513986014,-0.01771568566433565,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 241, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 45}"
BCE input-only old r16,non_q,predicted_cost,200,0.2972027972027972,0.00034942930419580413,0.22731693636363637,0.2933296422273576,0.0038731549754396077,0.2378433384615385,-0.010526402097902121,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 256, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 30}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,0,0.4230769230769231,0.011406450377622378,0.4230769230769231,0.45377497129551664,-0.030698048218593565,0.47202797202797203,-0.04895104895104896,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 201, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,0.25,0.4230769230769231,0.011367342251748251,0.420235087513986,0.4534894237141638,-0.030412500637240714,0.46855138421328674,-0.04831629669930071,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 199, ""solver:openai/gpt-oss-20b"": 1}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,0.5,0.4160839160839161,0.01116026010839161,0.41050378602972026,0.45197741556099436,-0.03589349947707826,0.4650747963986014,-0.05457101036888112,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 193, ""solver:openai/gpt-oss-20b"": 8}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,0.75,0.4160839160839161,0.011075753055944057,0.40777710129195804,0.45136038818127977,-0.035276472097363676,0.4615982085839161,-0.05382110729195805,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 190, ""solver:openai/gpt-oss-20b"": 11}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,1,0.4125874125874126,0.01101161333916084,0.40157579924825176,0.45089207269474757,-0.038304660107334965,0.4581216207692308,-0.056545821520979034,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 87, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 188, ""solver:openai/gpt-oss-20b"": 11}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,1.25,0.4125874125874126,0.01101161333916084,0.39882289591346154,0.45089207269474757,-0.038304660107334965,0.45464503295454545,-0.05582213704108391,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 87, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 188, ""solver:openai/gpt-oss-20b"": 11}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,1.5,0.4125874125874126,0.01101161333916084,0.39606999257867137,0.45089207269474757,-0.038304660107334965,0.45116844513986015,-0.05509845256118878,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 87, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 188, ""solver:openai/gpt-oss-20b"": 11}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,1.75,0.4125874125874126,0.01098727113986014,0.39335968809265737,0.4507143383753507,-0.03812692578793808,0.44769185732517486,-0.05433216923251749,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 187, ""solver:openai/gpt-oss-20b"": 11}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,2,0.4125874125874126,0.01098727113986014,0.3906128703076923,0.4507143383753507,-0.03812692578793808,0.4442152695104895,-0.05360239920279719,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 187, ""solver:openai/gpt-oss-20b"": 11}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,2.25,0.4125874125874126,0.01098727113986014,0.38786605252272727,0.4507143383753507,-0.03812692578793808,0.4407386816958042,-0.052872629173076946,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 187, ""solver:openai/gpt-oss-20b"": 11}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,2.5,0.4125874125874126,0.010930884692307692,0.38526020085664336,0.4503026333048622,-0.037715220717449593,0.4372620938811189,-0.052001893024475554,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 185, ""solver:openai/gpt-oss-20b"": 13}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,2.75,0.4090909090909091,0.01091235086013986,0.3790819442255245,0.4501673087187197,-0.04107639962781057,0.43378550606643357,-0.054703561840909076,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 184, ""solver:openai/gpt-oss-20b"": 14}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,3,0.4090909090909091,0.010852161618881119,0.37653442423426575,0.4497278375888524,-0.04063692849794326,0.4303089182517483,-0.05377449401748252,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 182, ""solver:openai/gpt-oss-20b"": 16}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,3.25,0.4090909090909091,0.010807164723776222,0.3739676237386364,0.44939929321914907,-0.04030838412823995,0.4268323304370629,-0.05286470669842652,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 180, ""solver:openai/gpt-oss-20b"": 18}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,3.5,0.40559440559440557,0.010764383465034966,0.3679190634667832,0.4490869262957093,-0.043492520701303716,0.42335574262237763,-0.055436679155594415,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 178, ""solver:openai/gpt-oss-20b"": 18}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,3.75,0.40559440559440557,0.010728288639860138,0.36536332319493003,0.4488233802986139,-0.043228974704208334,0.41987915480769233,-0.0545158316127623,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 177, ""solver:openai/gpt-oss-20b"": 19}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,4,0.40559440559440557,0.010705624426573426,0.36277190788811187,0.4486578977769478,-0.04306349218254224,0.41640256699300704,-0.05363065910489517,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 176, ""solver:openai/gpt-oss-20b"": 20}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,4.25,0.3986013986013986,0.005085791961538463,0.37698678276486014,0.40762474847278485,-0.009023349871386255,0.4129259791783217,-0.03593919641346155,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 91, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 72, ""solver:openai/gpt-oss-20b"": 123}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,4.5,0.36363636363636365,0.0026508531223776222,0.35170752458566434,0.37529703856103935,-0.011660674924675707,0.4094493913636364,-0.05774186677797205,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 91, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 3, ""solver:openai/gpt-oss-20b"": 192}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,4.75,0.36363636363636365,0.0025993662622377624,0.3512893738907343,0.373463285109059,-0.009826921472695371,0.40597280354895104,-0.054683429658216764,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 91, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 195}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,5,0.36363636363636365,0.0025993662622377624,0.35063953232517486,0.373463285109059,-0.009826921472695371,0.40249621573426575,-0.05185668340909089,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 91, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 195}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,6,0.36363636363636365,0.0025950318706293705,0.3480661724125874,0.37330891163294233,-0.009672547996578684,0.3885898644755245,-0.0405236920629371,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 93, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 193}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,7,0.36713286713286714,0.0025848176748251746,0.3490391434090909,0.37294512334279867,-0.005812256209931532,0.3746835132167833,-0.025644369807692358,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 95, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 191}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,8,0.36713286713286714,0.0025738654335664335,0.34654194366433566,0.37255504886242474,-0.005422181729557607,0.3674671485314685,-0.02092520486713284,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 97, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 189}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,9,0.36713286713286714,0.0025704649999999996,0.34399868213286716,0.37243393918951523,-0.005301072056648093,0.3631383043356643,-0.019139622202797135,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 98, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 188}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,10,0.36713286713286714,0.0025704649999999996,0.34142821713286714,0.37243393918951523,-0.005301072056648093,0.3588094601398601,-0.017381243006992952,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 98, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 188}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,12,0.36713286713286714,0.0025704649999999996,0.33628728713286715,0.37243393918951523,-0.005301072056648093,0.3519839729370629,-0.015696685804195754,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 98, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 188}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,15,0.36713286713286714,0.0025704649999999996,0.32857589213286714,0.37243393918951523,-0.005301072056648093,0.34295199414335664,-0.0143761020104895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 98, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 188}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,18,0.36713286713286714,0.0025704649999999996,0.32086449713286713,0.37243393918951523,-0.005301072056648093,0.3339200153496503,-0.01305551821678319,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 98, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 188}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,20,0.36713286713286714,0.002568804356643356,0.31575678,0.37237479379825456,-0.00524192666538742,0.32789869615384615,-0.012141916153846133,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 99, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 187}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,25,0.36713286713286714,0.002568804356643356,0.3029127582167832,0.37237479379825456,-0.00524192666538742,0.31284539816433565,-0.009932639947552446,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 99, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 187}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,30,0.36713286713286714,0.002558695013986014,0.2903720167132867,0.3720147399525783,-0.004881872819711142,0.29779210017482516,-0.00742008346153844,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 101, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 185}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,35,0.3706293706293706,0.0025228838286713287,0.28232843662587415,0.37073929055613175,-0.00010991992676112616,0.2827388021853146,-0.00041036555944046205,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 106, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 180}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,40,0.3741258741258741,0.0024882192587412587,0.27459710377622376,0.3695046789562399,0.004621195169634218,0.2797364998601399,-0.005139396083916115,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 110, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 176}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,45,0.2972027972027972,0.00030494141958041954,0.2834804333216783,0.2917451639398264,0.0054576332629707736,0.2784273385664336,0.005053094755244736,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 281, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 5}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,50,0.2902097902097902,0.0002618322587412587,0.27711817727272725,0.2902097902097902,0.0,0.27711817727272725,0.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,60,0.2902097902097902,0.0002618322587412587,0.2744998546853147,0.2902097902097902,0.0,0.2744998546853147,0.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,75,0.2902097902097902,0.0002618322587412587,0.2705723708041958,0.2902097902097902,0.0,0.2705723708041958,0.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,100,0.2902097902097902,0.0002618322587412587,0.26402656433566435,0.2902097902097902,0.0,0.26402656433566435,0.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,150,0.2902097902097902,0.0002618322587412587,0.2509349513986014,0.2902097902097902,0.0,0.2509349513986014,0.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout r32 qkvo+mlp,non_q,fixed_train_mean,200,0.2902097902097902,0.0002618322587412587,0.23784333846153846,0.2902097902097902,0.0,0.2378433384615385,-2.7755575615628914e-17,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,0,0.4230769230769231,0.011406450377622378,0.4230769230769231,0.45377497129551664,-0.030698048218593565,0.47202797202797203,-0.04895104895104896,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 201, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,0.25,0.4230769230769231,0.011389575692307693,0.42022952915384615,0.45365176095316456,-0.03057483787624149,0.46855138421328674,-0.04832185505944059,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 200, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,0.5,0.4230769230769231,0.011202758244755246,0.41747554395454545,0.4522877152692877,-0.02921079219236461,0.4650747963986014,-0.04759925244405594,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 195, ""solver:openai/gpt-oss-20b"": 6}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,0.75,0.4160839160839161,0.011141663013986013,0.4077276688234266,0.4518416290662694,-0.03575771298235331,0.4615982085839161,-0.0538705397604895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 193, ""solver:openai/gpt-oss-20b"": 8}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,1,0.4160839160839161,0.01111504753846154,0.40496886854545455,0.45164729644375945,-0.035563380359843355,0.4581216207692308,-0.053152752223776245,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 192, ""solver:openai/gpt-oss-20b"": 9}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,1.25,0.4125874125874126,0.011079909251748253,0.3987375260227273,0.4513907346024644,-0.03880332201505182,0.45464503295454545,-0.055907506931818174,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 191, ""solver:openai/gpt-oss-20b"": 10}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,1.5,0.4125874125874126,0.011034412783216785,0.39603579341258743,0.45105854260249306,-0.03847113001508046,0.45116844513986015,-0.05513265172727272,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 189, ""solver:openai/gpt-oss-20b"": 12}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,1.75,0.4125874125874126,0.011009717465034966,0.39332040702360144,0.4508782299891949,-0.03829081740178231,0.44769185732517486,-0.05437145030157342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 188, ""solver:openai/gpt-oss-20b"": 13}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,2,0.4125874125874126,0.010921047503496505,0.3907453175804196,0.4502308071713015,-0.03764339458388888,0.4442152695104895,-0.053469951930069926,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 185, ""solver:openai/gpt-oss-20b"": 16}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,2.25,0.4125874125874126,0.010501170283216784,0.38895977945017485,0.44716507793891813,-0.03457766535150553,0.4407386816958042,-0.051778902245629366,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 176, ""solver:openai/gpt-oss-20b"": 25}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,2.5,0.40559440559440557,0.009771483377622377,0.38116569715034965,0.44183727645571824,-0.03624287086131267,0.4372620938811189,-0.05609639673076927,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 165, ""solver:openai/gpt-oss-20b"": 36}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,2.75,0.4090909090909091,0.00900847390909091,0.3843176058409091,0.4362661706198173,-0.0271752615289082,0.43378550606643357,-0.04946790022552444,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 154, ""solver:openai/gpt-oss-20b"": 47}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,3,0.40559440559440557,0.00850731022027972,0.38007247493356644,0.4326069290682657,-0.02701252347386013,0.4303089182517483,-0.050236443318181834,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 147, ""solver:openai/gpt-oss-20b"": 54}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,3.25,0.40559440559440557,0.007328339716783218,0.3817773015148601,0.42399868798703,-0.018404282392624427,0.4268323304370629,-0.04505502892220281,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 125, ""solver:openai/gpt-oss-20b"": 76}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,3.5,0.4090909090909091,0.006838111730769231,0.3851575180332168,0.4204192933576803,-0.011328384266771185,0.42335574262237763,-0.038198224589160834,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 111, ""solver:openai/gpt-oss-20b"": 90}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,3.75,0.4125874125874126,0.006264920979020979,0.38909395891608395,0.41623414694226923,-0.003646734354856629,0.41987915480769233,-0.030785195891608386,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 99, ""solver:openai/gpt-oss-20b"": 102}"
BCE post-scout r32 qkvo+mlp,non_q,predicted_cost,4,0.40559440559440557,0.005685846087412587,0.38285102124475523,0.4120060375398102,-0.006411631945404617,0.41640256699300704,-0.03355154574825181,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 86, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 87, ""solver:openai/gpt-oss-20b"": 113}"
