policy,cost_mode,lambda,mean_reward,mean_cost,mean_utility,out_rate,all_fail_out_recall,out_precision_all_fail,choice_counts_by_route
oracle_utility_out,fixed_train_mean,55.0,0.5524475524475524,0.0010955056258741258,0.49219474302447547,0.44755244755244755,1.0,0.984375,"{""OUT"": 128, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,55.0,0.2902097902097902,0.0002618322587412587,0.27580901597902097,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
raw_no_out,fixed_train_mean,60.0,0.34965034965034963,0.0011437060174825174,0.2810279886013986,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 169, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 117}"
utility_out,fixed_train_mean,60.0,0.2937062937062937,0.001041707083916084,0.23120386867132867,0.34615384615384615,0.5158730158730159,0.6565656565656566,"{""OUT"": 99, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 72, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 115}"
all_fail_tau_out,fixed_train_mean,60.0,0.2902097902097902,0.0010095763321678322,0.22963521027972028,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 64, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 114}"
oracle_all_fail_out,fixed_train_mean,60.0,0.34965034965034963,0.0006778466468531469,0.30897955083916084,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 80, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 80}"
oracle_utility_out,fixed_train_mean,60.0,0.548951048951049,0.0010339039475524476,0.4869168120979021,0.45104895104895104,1.0,0.9767441860465116,"{""OUT"": 129, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,60.0,0.2902097902097902,0.0002618322587412587,0.2744998546853147,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
raw_no_out,fixed_train_mean,75.0,0.33916083916083917,0.0010605578286713286,0.25961900201048954,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 182, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 104}"
utility_out,fixed_train_mean,75.0,0.26573426573426573,0.0009461370524475525,0.1947739868006993,0.3741258741258741,0.5396825396825397,0.6355140186915887,"{""OUT"": 107, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 77, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 102}"
all_fail_tau_out,fixed_train_mean,75.0,0.28321678321678323,0.0009556196328671328,0.21154531075174826,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 74, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 104}"
oracle_all_fail_out,fixed_train_mean,75.0,0.33916083916083917,0.0006198274265734266,0.2926737821678322,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 72}"
oracle_utility_out,fixed_train_mean,75.0,0.5384615384615384,0.0008753381083916084,0.4728111803321678,0.46153846153846156,1.0,0.9545454545454546,"{""OUT"": 132, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 8, ""solver:openai/gpt-oss-20b"": 41}"
best_always,fixed_train_mean,75.0,0.2902097902097902,0.0002618322587412587,0.2705723708041958,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
cascade,fixed_train_mean,75.0,nan,nan,0.2705723708041958,nan,nan,nan,{}
raw_no_out,fixed_train_mean,100.0,0.34265734265734266,0.0009199154650349648,0.25066579615384615,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 198, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 88}"
utility_out,fixed_train_mean,100.0,0.25874125874125875,0.0007958916398601398,0.17915209475524477,0.4160839160839161,0.5793650793650794,0.6134453781512605,"{""OUT"": 119, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 81, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 86}"
all_fail_tau_out,fixed_train_mean,100.0,0.2867132867132867,0.0008149772692307691,0.2052155597902098,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 88}"
oracle_all_fail_out,fixed_train_mean,100.0,0.34265734265734266,0.000497633986013986,0.29289394405594404,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 100, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 60}"
oracle_utility_out,fixed_train_mean,100.0,0.5244755244755245,0.0007016167097902097,0.4543138534965035,0.4755244755244755,1.0,0.9264705882352942,"{""OUT"": 136, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 41}"
best_always,fixed_train_mean,100.0,0.2902097902097902,0.0002618322587412587,0.26402656433566435,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
cascade,fixed_train_mean,100.0,nan,nan,0.26402656433566435,nan,nan,nan,{}
raw_no_out,predicted_expert_fixed_scout,0.0,0.40559440559440557,0.009137211993006994,0.40559440559440557,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 174, ""solver:openai/gpt-oss-20b"": 0}"
utility_out,predicted_expert_fixed_scout,0.0,0.40559440559440557,0.009137211993006994,0.40559440559440557,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 174, ""solver:openai/gpt-oss-20b"": 0}"
all_fail_tau_out,predicted_expert_fixed_scout,0.0,0.3146853146853147,0.005999507713286714,0.3146853146853147,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 39, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 7, ""solver:openai/gpt-oss-120b"": 132, ""solver:openai/gpt-oss-20b"": 0}"
oracle_all_fail_out,predicted_expert_fixed_scout,0.0,0.40559440559440557,0.004382442643356643,0.40559440559440557,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 28, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 109, ""solver:openai/gpt-oss-20b"": 0}"
oracle_utility_out,predicted_expert_fixed_scout,0.0,0.5594405594405595,0.0013062074125874126,0.5594405594405595,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}"
best_always,predicted_expert_fixed_scout,0.0,0.47202797202797203,0.01390635125874126,0.47202797202797203,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
cascade,predicted_expert_fixed_scout,0.0,nan,nan,0.44405594405594406,nan,nan,nan,{}
raw_no_out,predicted_expert_fixed_scout,5.0,0.3916083916083916,0.006048597174825174,0.36136540573426573,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 113, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 24, ""solver:openai/gpt-oss-120b"": 125, ""solver:openai/gpt-oss-20b"": 24}"
utility_out,predicted_expert_fixed_scout,5.0,0.3706293706293706,0.006017028622377622,0.34054422751748253,0.13986013986013987,0.20634920634920634,0.65,"{""OUT"": 40, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 73, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 24, ""solver:openai/gpt-oss-120b"": 125, ""solver:openai/gpt-oss-20b"": 24}"
all_fail_tau_out,predicted_expert_fixed_scout,5.0,0.3146853146853147,0.005127032986013986,0.28905014975524473,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 43, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 9, ""solver:openai/gpt-oss-120b"": 116, ""solver:openai/gpt-oss-20b"": 10}"
oracle_all_fail_out,predicted_expert_fixed_scout,5.0,0.3916083916083916,0.003257235867132867,0.3753222122727273,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 53, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 12, ""solver:openai/gpt-oss-120b"": 84, ""solver:openai/gpt-oss-20b"": 11}"
oracle_utility_out,predicted_expert_fixed_scout,5.0,0.5594405594405595,0.0012938998216783216,0.5529710603321679,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
best_always,predicted_expert_fixed_scout,5.0,0.47202797202797203,0.01390635125874126,0.40249621573426575,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
cascade,predicted_expert_fixed_scout,5.0,nan,nan,0.34523427304195803,nan,nan,nan,{}
raw_no_out,predicted_expert_fixed_scout,10.0,0.3706293706293706,0.004848357744755245,0.3221457931818182,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 123, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 19, ""solver:openai/gpt-oss-120b"": 91, ""solver:openai/gpt-oss-20b"": 53}"
utility_out,predicted_expert_fixed_scout,10.0,0.3321678321678322,0.0047887617377622375,0.2842802147902098,0.24475524475524477,0.36507936507936506,0.6571428571428571,"{""OUT"": 70, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 53, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 19, ""solver:openai/gpt-oss-120b"": 91, ""solver:openai/gpt-oss-20b"": 53}"
all_fail_tau_out,predicted_expert_fixed_scout,10.0,0.2972027972027972,0.004180523031468531,0.2553975668881119,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 45, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 6, ""solver:openai/gpt-oss-120b"": 87, ""solver:openai/gpt-oss-20b"": 40}"
oracle_all_fail_out,predicted_expert_fixed_scout,10.0,0.3706293706293706,0.002630856583916084,0.34432080479020977,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 57, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 12, ""solver:openai/gpt-oss-120b"": 62, ""solver:openai/gpt-oss-20b"": 29}"
oracle_utility_out,predicted_expert_fixed_scout,10.0,0.5594405594405595,0.0012938998216783216,0.5465015612237762,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
best_always,predicted_expert_fixed_scout,10.0,0.4020979020979021,0.004328844195804196,0.35880946013986015,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
cascade,predicted_expert_fixed_scout,10.0,nan,nan,0.31284616846153845,nan,nan,nan,{}
raw_no_out,predicted_expert_fixed_scout,15.0,0.36363636363636365,0.004140309097902099,0.30153172716783216,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 131, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 9, ""solver:openai/gpt-oss-120b"": 73, ""solver:openai/gpt-oss-20b"": 73}"
utility_out,predicted_expert_fixed_scout,15.0,0.32517482517482516,0.004070725503496503,0.26411394262237764,0.2692307692307692,0.4126984126984127,0.6753246753246753,"{""OUT"": 77, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 54, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 9, ""solver:openai/gpt-oss-120b"": 73, ""solver:openai/gpt-oss-20b"": 73}"
all_fail_tau_out,predicted_expert_fixed_scout,15.0,0.2972027972027972,0.0036238730000000005,0.2428447022027972,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 46, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 4, ""solver:openai/gpt-oss-120b"": 73, ""solver:openai/gpt-oss-20b"": 55}"
oracle_all_fail_out,predicted_expert_fixed_scout,15.0,0.36363636363636365,0.00233364706993007,0.3286316575874126,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 59, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 5, ""solver:openai/gpt-oss-120b"": 51, ""solver:openai/gpt-oss-20b"": 45}"
oracle_utility_out,predicted_expert_fixed_scout,15.0,0.5594405594405595,0.0012938998216783216,0.5400320621153847,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
best_always,predicted_expert_fixed_scout,15.0,0.3881118881118881,0.0030106595979020982,0.34295199414335664,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
cascade,predicted_expert_fixed_scout,15.0,nan,nan,0.32859655265734267,nan,nan,nan,{}
raw_no_out,predicted_expert_fixed_scout,20.0,0.35664335664335667,0.0031805442237762237,0.2930324721678322,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 138, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 6, ""solver:openai/gpt-oss-120b"": 52, ""solver:openai/gpt-oss-20b"": 90}"
utility_out,predicted_expert_fixed_scout,20.0,0.3146853146853147,0.0031049923776223774,0.2525854671328671,0.27972027972027974,0.42063492063492064,0.6625,"{""OUT"": 80, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 58, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 6, ""solver:openai/gpt-oss-120b"": 52, ""solver:openai/gpt-oss-20b"": 90}"
all_fail_tau_out,predicted_expert_fixed_scout,20.0,0.2937062937062937,0.00283552151048951,0.23699586349650348,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 2, ""solver:openai/gpt-oss-120b"": 52, ""solver:openai/gpt-oss-20b"": 76}"
oracle_all_fail_out,predicted_expert_fixed_scout,20.0,0.35664335664335667,0.0017568802587412586,0.3215057514685315,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 62, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 2, ""solver:openai/gpt-oss-120b"": 35, ""solver:openai/gpt-oss-20b"": 61}"
oracle_utility_out,predicted_expert_fixed_scout,20.0,0.5594405594405595,0.0012938998216783216,0.533562563006993,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
best_always,predicted_expert_fixed_scout,20.0,0.3881118881118881,0.0030106595979020982,0.32789869615384615,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
cascade,predicted_expert_fixed_scout,20.0,nan,nan,0.31342011216783217,nan,nan,nan,{}
raw_no_out,predicted_expert_fixed_scout,25.0,0.35664335664335667,0.0026658749405594406,0.28999648312937065,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 141, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 101}"
utility_out,predicted_expert_fixed_scout,25.0,0.3146853146853147,0.0025903230944055943,0.24992723732517483,0.27972027972027974,0.42063492063492064,0.6625,"{""OUT"": 80, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 61, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 101}"
all_fail_tau_out,predicted_expert_fixed_scout,25.0,0.2972027972027972,0.0023055354930069925,0.23956440987762237,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 49, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 2, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 86}"
oracle_all_fail_out,predicted_expert_fixed_scout,25.0,0.35664335664335667,0.0015144736538461538,0.31878151529720283,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 64, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 29, ""solver:openai/gpt-oss-20b"": 66}"
oracle_utility_out,predicted_expert_fixed_scout,25.0,0.5594405594405595,0.0012938998216783216,0.5270930638986014,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
best_always,predicted_expert_fixed_scout,25.0,0.3881118881118881,0.0030106595979020982,0.31284539816433565,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
cascade,predicted_expert_fixed_scout,25.0,nan,nan,0.29824367167832166,nan,nan,nan,{}
raw_no_out,predicted_expert_fixed_scout,30.0,0.36363636363636365,0.002290096944055944,0.29493345531468534,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 142, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 31, ""solver:openai/gpt-oss-20b"": 113}"
utility_out,predicted_expert_fixed_scout,30.0,0.32167832167832167,0.0022074263496503497,0.25545553118881115,0.2937062937062937,0.4523809523809524,0.6785714285714286,"{""OUT"": 84, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 59, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 31, ""solver:openai/gpt-oss-20b"": 112}"
all_fail_tau_out,predicted_expert_fixed_scout,30.0,0.3041958041958042,0.0019325679685314688,0.24621876513986016,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 50, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 31, ""solver:openai/gpt-oss-20b"": 97}"
oracle_all_fail_out,predicted_expert_fixed_scout,30.0,0.36363636363636365,0.0013322798181818183,0.3236679690909091,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 64, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 73}"
oracle_utility_out,predicted_expert_fixed_scout,30.0,0.5559440559440559,0.0011622077937062936,0.5210778221328671,0.44405594405594406,1.0,0.9921259842519685,"{""OUT"": 127, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
best_always,predicted_expert_fixed_scout,30.0,0.3881118881118881,0.0030106595979020982,0.29779210017482516,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
cascade,predicted_expert_fixed_scout,30.0,nan,nan,0.28306723118881116,nan,nan,nan,{}
raw_no_out,predicted_expert_fixed_scout,35.0,0.36363636363636365,0.0020327718671328673,0.2924893482867133,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 119}"
utility_out,predicted_expert_fixed_scout,35.0,0.32167832167832167,0.0019531073706293709,0.2533195637062937,0.3006993006993007,0.46825396825396826,0.686046511627907,"{""OUT"": 86, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 58, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 119}"
all_fail_tau_out,predicted_expert_fixed_scout,35.0,0.3041958041958042,0.0016802598811188813,0.2453867083566434,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 50, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 105}"
oracle_all_fail_out,predicted_expert_fixed_scout,35.0,0.36363636363636365,0.0011300582307692307,0.32408432555944056,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 65, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 17, ""solver:openai/gpt-oss-20b"": 78}"
oracle_utility_out,predicted_expert_fixed_scout,35.0,0.5559440559440559,0.0011622077937062936,0.5152667831643356,0.44405594405594406,1.0,0.9921259842519685,"{""OUT"": 127, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
best_always,predicted_expert_fixed_scout,35.0,0.3881118881118881,0.0030106595979020982,0.28273880218531466,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
cascade,predicted_expert_fixed_scout,35.0,nan,nan,0.26789079069930066,nan,nan,nan,{}
raw_no_out,predicted_expert_fixed_scout,40.0,0.35664335664335667,0.0015974626013986015,0.2927448525874126,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 147, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 13, ""solver:openai/gpt-oss-20b"": 126}"
